date,content,username,tweet_url,reply_count,retweet_count,like_count,verified,followers,content_clean,content_translated
2023-04-05 08:41:26+00:00,"Bidan di puskesmas cerita, THR lakinya udah cair, hayooo tebak profesinya apa yg hari gini gercep bat THRnya??",CumaDokter,https://twitter.com/CumaDokter/status/1643534298304368640,7,1,3,False,5204,bidan di puskesmas cerita thr lakinya udah cair hayooo tebak profesinya apa yg hari gini gercep bat thrnya,Midwife at the Puskesmas the story of the Thr Laktaknya already liquid Hayooo guessing the profession what is the day like this
2023-04-05 07:50:02+00:00,"PNS sama Isilop udah pada turun THRnya.
Sementara yg work! honorer cuma bisa melongo.
Padahal yg input data buat nyairin THR ya yg honorer ini.",worksfess,https://twitter.com/worksfess/status/1643521362974363648,22,5,55,False,615706,pns sama isilop udah pada turun thrnya sementara yg work honorer cuma bisa melongo padahal yg input data buat nyairin thr ya yg honorer ini,Civil servants and isilop have come down while those who work honorary can only gawk even though the input of data for this is the honorary
2023-04-05 07:37:49+00:00,@pluffykoo @worksfess ini mah kelewat santai mepet nggak sopan kek dari bahasa tuh nggak sadar kalo lu yg ngutang sorry to say kok bs pede bgt blg “panas ke indomaret” “60% dulu ya sisanya nunggu thr” gws wkwkwk sabar bgt penagihnya,myrashafa,https://twitter.com/myrashafa/status/1643518289438715904,7,96,4416,False,866,ini mah kelewat santai mepet nggak sopan kek dari bahasa tuh nggak sadar kalo lu yg ngutang sorry to say kok bs pede bgt blg “panas ke indomaret” “60 dulu ya sisanya nunggu thr” gws wkwkwk sabar bgt penagihnya,"This is too relaxed, it's not polite from the language, not aware that you owe sorry to say, how come they are so confident, ""it's hot to Indomaret"" ""60 first the rest is waiting for the THR"""
2023-04-05 06:56:15+00:00,"@worksfess Padahal BUWAAANNYYAAAKKKK banget bahasan THR yg udah d share temen2 HR, tiap ramadhan malah ada aja yg share
Ga heran indo dpt nomor jeblok soal literasi bangsa wkwk",wifechocohz,https://twitter.com/wifechocohz/status/1643507827389136896,6,5,19,False,2,padahal buwaaannyyaaakkkk banget bahasan thr yg udah share temen2 hr tiap ramadhan malah ada aja yg share ga heran indo dpt nomor jeblok soal literasi bangsa wkwk,"Even though Buwaaannyyaaakkkk is really the discussion of the THR who already shares friends, every Ramadan, there are even those who share, not surprised that you can get a drop number about the nation's literacy, wkwk"
2023-04-05 06:47:20+00:00,"@txtdaritng Mengemis dengan formal.
Sinergi tuh bekerja bersama, ini mah yg kerja perusahaan, lu kaga ngapa-ngapain terus minta THR, kocak

makanya kalo mau ringan dan bahagia tuh kerja, jangan minta",Bukanteguy,https://twitter.com/Bukanteguy/status/1643505584573157384,2,4,57,False,1477,mengemis dengan formal sinergi tuh bekerja bersama ini mah yg kerja perusahaan lu kaga ngapangapain terus minta thr kocak makanya kalo mau ringan dan bahagia tuh kerja jangan minta,"begging with formal synergy, working together, this is the one who works your company, you don't want to keep asking for hilarious THR, so if you want to be light and happy"
2023-04-05 05:26:59+00:00,"Untung THR geus turun euy, minggu rek ka Bandung, rek bukber, terus rek sakalian ka pasar baru ka ria busana meli koko dan peci kanggo lebaran.",cowobangkit,https://twitter.com/cowobangkit/status/1643485360612343809,36,2,54,False,15907,untung thr geus turun euy minggu rek ka bandung rek bukber terus rek sakalian ka pasar baru ka ria busana meli koko dan peci kanggo lebaran,Fortunately thrown weekends want to contact you want to connect with more of the new markets to the new market and peci for the holiday
2023-04-05 05:26:16+00:00,"@txtdaritng Negara jatah preman. Kerja enggak, minta jatah THR. Bikin surat dengan tulisan yang bahkan jelek aja belum. Mampu bikin cap, logo, sampai ngeprint surat; tapi bisanya malak doang.",jalurgaza_,https://twitter.com/jalurgaza_/status/1643485183902109697,3,34,90,False,841,negara jatah preman kerja enggak minta jatah thr bikin surat dengan tulisan yang bahkan jelek aja belum mampu bikin cap logo sampai ngeprint surat tapi bisanya malak doang,"State ration of work thugs do not ask for the quota of THR to make a letter with writing that is even ugly, it hasn't been able to make a logo stamp to print a letter but usually it is so bad"
2023-04-05 05:16:47+00:00,"📢 WAKTUNYA THR TIME PART-2 😇✨
- Saldo 50k untuk 1 orang
- Saldo 25k untuk 2 orang
Rules :
- For INDOMY only
- RT &amp; LIKE tweet ini
- Reply proof VOTE yang sedang berlangsung
- Reply streaming ot7 / solo member

End? Suka-suka aku! Good luck 💜",rahmdess27,https://twitter.com/rahmdess27/status/1643482795287920645,19,97,152,False,50837,waktunya thr time part2 😇✨ saldo 50k untuk 1 orang saldo 25k untuk 2 orang rules for indomy only rt amp like tweet ini reply proof vote yang sedang berlangsung reply streaming ot7 solo member end sukasuka aku good luck,Time Thr Time Part2 😇✨ Balance 50k for 1 person Balance 25k for 2 people Rules for Indomy Only Rt Amp like this ongoing proof vote vote.
2023-04-05 05:00:01+00:00,"Sobat Shopee jangan lewatkan belanja di Shopee Big Ramadan Sale Promo Puncak 4-6 April ✨

Nikmati Flash Sale Akbar Rp1, Gratis Ongkir Super Dajsyat, dan juga THR Kaget 15Milyar 😆",ShopeeID,https://twitter.com/ShopeeID/status/1643478575855677442,4,24,73,True,907012,sobat shopee jangan lewatkan belanja di shopee big ramadan sale promo puncak 46 april nikmati flash sale akbar rp1 gratis ongkir super dajsyat dan juga thr kaget 15milyar,Friend Shopee Don't miss Shopping at Shopee Big Ramadan Sale Promo Puncak April 46 Enjoy Flash Sale Akbar Rp1 free postage super -America and also THR is surprised 15M billion
2023-04-05 04:30:42+00:00,"Arc! Buat yang belum beli tiket fancon aku doain kalian pada lancar rejekinya, dapet THR yang banyakk, dan dimudahin biar bisa ikut fancon. Yukk kita seneng-seneng bareng 13 Mei nanti🤍",arohaconfess,https://twitter.com/arohaconfess/status/1643471197462757376,11,12,51,False,10611,arc buat yang belum beli tiket fancon aku doain kalian pada lancar rejekinya dapet thr yang banyakk dan dimudahin biar bisa ikut fancon yukk kita senengseneng bareng 13 mei nanti🤍,"arc for those who haven't bought fancon tickets, I pray for you to smooth the fortune to get a lot of THR and facilitated so we can join fancon, let's get happy together on May 13th."
2023-04-05 03:29:55+00:00,Tenaga honorer yang tenaganya dibutuhkan tak mendapat THR. Komisaris BUMN yang kerjanya cuma nongkrong dan tebar hoaks  selain digaji tinggi juga mendapat THR 100%. Benar-benar koplo.,giginpraginanto,https://twitter.com/giginpraginanto/status/1643455900047527937,1,19,47,False,8707,tenaga honorer yang tenaganya dibutuhkan tak mendapat thr komisaris bumn yang kerjanya cuma nongkrong dan tebar hoaks selain digaji tinggi juga mendapat thr 100 benarbenar koplo,honorary staff whose energy is needed does not get a BUMN commissioner THR whose work only hangs out and spreads hoaks besides being paid high also get a 100th THR really Koplo
2023-04-05 03:06:09+00:00,gaji belum habis thr mau cair lagi😩,avakorut,https://twitter.com/avakorut/status/1643449920693862400,9,6,8,False,1916,gaji belum habis thr mau cair lagi😩,"The salary has not been used up, the THR wants to be disbursed again😩"
2023-04-05 02:40:52+00:00,"Jangan lupa disisihkan untuk patungan THR honorer, zakat dan infaq, serta biaya hidup setelah arus balik 😅.",pejabrut,https://twitter.com/pejabrut/status/1643443556886142978,2,1,8,False,33025,jangan lupa disisihkan untuk patungan thr honorer zakat dan infaq serta biaya hidup setelah arus balik,Don't forget to be set aside for the Honorary and Infaq Honorary Thr joint venture as well as the cost of living after the reverse flow
2023-04-05 02:29:35+00:00,"Mau kamu PKWT, PKWTT, ataupun Freelance, selama kamu udah bekerja lebih dari 1 bulan kamu BERHAK dapet THR lho

Anak magang? Ga dapet yes, kecuali sifatnya kebaikan masing2 perusahaan yg mau ngasih ke anak magang",ezash,https://twitter.com/ezash/status/1643440716209864704,113,591,1695,False,267846,mau kamu pkwt pkwtt ataupun freelance selama kamu udah bekerja lebih dari 1 bulan kamu berhak dapet thr lho anak magang ga dapet yes kecuali sifatnya kebaikan masing2 perusahaan yg mau ngasih ke anak magang,"You want PKWT PKWTT or freelance as long as you have worked for more than 1 month you have the right to get THR, you know, apprentice, you don't get yes except for the goodness of each company that wants to give to an internship"
2023-04-05 02:15:00+00:00,THR buat pacar wajib gak? Oyi,ngalammenfess,https://twitter.com/ngalammenfess/status/1643437047234072576,25,1,2,False,16401,thr buat pacar wajib gak oyi,THR for a boyfriend must not be Oyi
2023-04-05 02:13:27+00:00,Ada yg udah mulai cair THR?,PNS_Garis_Lucu,https://twitter.com/PNS_Garis_Lucu/status/1643436656731762689,21,2,0,False,22555,ada yg udah mulai cair thr,Some have started to liquid THR
2023-04-05 01:40:00+00:00,Semangat kerjone ndes! Sedelok meneh THR cair.,SmgMenfess2,https://twitter.com/SmgMenfess2/status/1643428238881075200,7,2,2,False,53165,semangat kerjone ndes sedelok meneh thr cair,The spirit of the springs drowned a while thr liquid
2023-04-05 01:38:23+00:00,"@irwan_fecho Honorer itu seperti abdi dalem Kraton atau relawan kegiatan sosial tidak ada pos anggaran untuk THR sejak dulu.
Kalo PNS dapat THR satu kali gaji + separo (50%) TPP",SastroSamin1,https://twitter.com/SastroSamin1/status/1643427833421914113,1,1,6,False,29,honorer itu seperti abdi dalem kraton atau relawan kegiatan sosial tidak ada pos anggaran untuk thr sejak dulu kalo pns dapat thr satu kali gaji separo 50 tpp,Honorary is like a servant of the palace or volunteer social activity there is no budget post for THR for a long time if a civil servant gets a THR one time half a salary of 50 TPP
2023-04-05 01:04:33+00:00,"THR ASN dipotong 50% Tunjangan Kinerjanya, malah terlalu bermurah hati. Namanya juga Tunjangan Kinerja, gak ada kinerja gak ada tunjangan. Cukup Gaji Pokok aja yang diberikan sbg THR  ASN.",aewin86,https://twitter.com/aewin86/status/1643419320377278465,2,7,9,False,34594,thr asn dipotong 50 tunjangan kinerjanya malah terlalu bermurah hati namanya juga tunjangan kinerja gak ada kinerja gak ada tunjangan cukup gaji pokok aja yang diberikan sbg thr asn,THR ASN is deducted by 50 performance allowances.
2023-04-04 22:23:02+00:00,"BREAKING NEWS 
THR ini hanya untuk 8 akun.
@ 25k. Jadi anda jangan terpedaya dengan picknya
Akun yg berpeluang mendapat THR apabila ada retweet &amp; replynya. Okey 🙋‍♂️",wjoko568,https://twitter.com/wjoko568/status/1643378672433233920,11,14,23,False,10159,breaking news thr ini hanya untuk 8 akun 25k jadi anda jangan terpedaya dengan picknya akun yg berpeluang mendapat thr apabila ada retweet amp replynya okey 🙋‍♂️,Breaking news thr this is only for 8 25k accounts so don't be fooled by picking up an account who has the chance to get a THR when you have a retweet amp reply okay 🙋‍♂️
2023-04-04 22:02:33+00:00,@FaGtng Cari THR tambahan gk prduli di bilang pengemis,Eprilia5523,https://twitter.com/Eprilia5523/status/1643373517268992000,1,1,1,False,8,cari thr tambahan gk prduli di bilang pengemis,Find the extra THR gk pruldi in the beggar says
2023-04-04 21:36:08+00:00,"Di Malang ada warga kembali bunuh diri karena teror pinjol.

Pinjol jangankan yang ilegal, yang legal saja jika berbunga tinggi akan mematikan sektor riil masyarakat bawah.

Alih-alih menjadi penggerak konsumsi, uang THR dll lari untuk membayar pinjaman online.",mantriss,https://twitter.com/mantriss/status/1643366867925622785,4,7,15,False,33682,di malang ada warga kembali bunuh diri karena teror pinjol pinjol jangankan yang ilegal yang legal saja jika berbunga tinggi akan mematikan sektor riil masyarakat bawah alihalih menjadi penggerak konsumsi uang thr dll lari untuk membayar pinjaman online,"In Malang, there are residents to commit suicide again because of the lending terror, let alone illegal legal only if high flowers will kill the real sector of the community under the mobilization of THR money consumption etc. running to pay online loans"
2023-04-04 20:10:18+00:00,"hampers udh kelunasin kmrn , baju anak udh beres tnggal beli baju buat ibu&amp;adik , anak2 tmnku udh sebagian kebagian thr kecil2n tnggal bagiin thr ponakan dikampung aja , thx god buat rejekinya dibln lalu smpe detik ini😇",Meyonara,https://twitter.com/Meyonara/status/1643345267385835520,1,1,1,False,763,hampers udh kelunasin kmrn baju anak udh beres tnggal beli baju buat ibuampadik anak2 tmnku udh sebagian kebagian thr kecil2n tnggal bagiin thr ponakan dikampung aja thx god buat rejekinya dibln lalu smpe detik ini😇,"Hampers already tunicated the clothes of children's clothes, I have been right to buy clothes for my mother, my children are part of a small thing, for the niece, just the niece is in the godor for the fortune to be dibln and then"
2023-04-04 19:54:56+00:00,nanti lebaran kalo ga dapet thr yah paling dapet hujatan.,cavutes,https://twitter.com/cavutes/status/1643341399109304320,10,33,71,False,9475,nanti lebaran kalo ga dapet thr yah paling dapet hujatan,Later Eid if you don't get the most blasphemous THR
2023-04-04 19:08:48+00:00,"@mardigu024 Tiap tahun Anggaran kan..THR..gaji 13..sdh di simpan..di bintang..
Koq bisa bisax di Ambil/di Potong2...
Hanya otak IBLIS &amp; JIN..yg ga ada perasaanx..",MonCha65938734,https://twitter.com/MonCha65938734/status/1643329790173417472,1,1,6,False,459,tiap tahun anggaran kanthrgaji 13sdh di simpandi bintang koq bisa bisax di ambildi potong2 hanya otak iblis amp jinyg ga ada perasaanx,Every year the Budget Kethr is 13 Salary Salaries are stored in the stars how come it can be taken in cutting only the Brain of the Devil Amp Jinyg there is no feeling
2023-04-04 16:55:27+00:00,@AndyCioe kmaren di tempat gw ketangkep 7 orang ngedarin surat permintaan 1 lapak 300 ribu biasa klo mo deket2 lebaran preman MINTA THR,KaumReceh22,https://twitter.com/KaumReceh22/status/1643296234072051713,2,2,34,False,490,kmaren di tempat gw ketangkep 7 orang ngedarin surat permintaan 1 lapak 300 ribu biasa klo mo deket2 lebaran preman minta thr,Yesterday in a place that was arrested 7 people took a request letter of 1 stall 300 thousand ordinary if you want to be close to the Eid thugs asking for THR
2023-04-04 16:44:53+00:00,@AbankTho2 @ListyoSigitP @DivHumas_Polri @CCICPolri Sepertinya belum dapat undangan untuk TTD THR 🤣,Cubicel_150KV,https://twitter.com/Cubicel_150KV/status/1643293572345765889,1,1,1,False,2032,sepertinya belum dapat undangan untuk ttd thr,It seems like I haven't got an invitation for TTD THR
2023-04-04 16:38:22+00:00,@AbankTho2 @ListyoSigitP @DivHumas_Polri @CCICPolri Kasihan ntr malah lebaran dan dapat THR nasi plus sayur kangkung 🤣,Cubicel_150KV,https://twitter.com/Cubicel_150KV/status/1643291931458543616,1,1,1,False,2032,kasihan ntr malah lebaran dan dapat thr nasi plus sayur kangkung,Poor ntr instead of Eid and get a THR rice plus vegetable kale
2023-04-04 16:25:15+00:00,"@adityajuliannn Sama, lagi mikir brpa mo ngisi amplop THR sepupu2 gua, ga ngasih ntr d julitin kluarga udah keja juga masa ga kasih adk2 ny THR...pdhl ada cicilan yg harus d bayar 🥹🥹",Kakyo20554133,https://twitter.com/Kakyo20554133/status/1643288630902026240,2,1,3,False,7,sama lagi mikir brpa mo ngisi amplop thr sepupu2 gua ga ngasih ntr julitin kluarga udah keja juga masa ga kasih adk2 ny thrpdhl ada cicilan yg harus bayar 🥹🥹,"It's the same, I think that I will fill in the envelope of the cousin, I don't give me ntr julitin kluarga already, it's also not to give you, there is a installment that has to pay 🥹🥹"
2023-04-04 15:50:22+00:00,"@Partono_ADjem @DitjenPajakRI @KemenkeuRI Seringkali pemerintah mengatakan memberi THR kepada PNS karena faktor pengabdian.

Sekarang aku mau tanya, guru honorer itu bukan pengabdian ya? 

Padahal PNS digaji perbulan, dapat fasilitas, dan dilindungi hukum. Lah honorer?????

Pancasila itu ada gak sih?",anusekaliya,https://twitter.com/anusekaliya/status/1643279853981167617,1,2,13,False,104,seringkali pemerintah mengatakan memberi thr kepada pns karena faktor pengabdian sekarang aku mau tanya guru honorer itu bukan pengabdian ya padahal pns digaji perbulan dapat fasilitas dan dilindungi hukum lah honorer pancasila itu ada gak sih,"Often the government says giving THR to civil servants because of the service factor now I want to ask the honorary teacher is not dedication, even though civil servants are paid the monthly facilities and the law is protected by the honorary Pancasila, isn't there any"
2023-04-04 15:27:49+00:00,"thr emg jgn ditunggu sih, lama bgt weh rasanya..",amanajaaaaaa,https://twitter.com/amanajaaaaaa/status/1643274180413231104,1,1,3,False,2217,thr emg jgn ditunggu sih lama bgt weh rasanya,THR EMG Don't wait for a long time
2023-04-04 14:56:42+00:00,Dah lah sedih mulu dari kemarin habis nanya soal pegawai honorer dapet THR apa nggak.,nabiylarisfa,https://twitter.com/nabiylarisfa/status/1643266348649439233,32,67,1591,False,15351,dah lah sedih mulu dari kemarin habis nanya soal pegawai honorer dapet thr apa nggak,already sad first from yesterday I asked about the honorary employee to get a THR or not
2023-04-04 14:33:33+00:00,"Lebaran tahun iki gak nompo THR gak opo, aku tak nompo koe opo anane ae",indomerebus,https://twitter.com/indomerebus/status/1643260522337550336,5,1,12,False,1135,lebaran tahun iki gak nompo thr gak opo aku tak nompo koe opo anane ae,This year's birth is not thr no matter what I am doing
2023-04-04 14:16:28+00:00,Yeyy Alhamdulillah tahun ini bisa kasih THR ke para bocil pake uang baru🤭 soalnya tahun kemaren aku kasih THR gak pake uang baru karna gak dapet tukeran 😂,Maymytan,https://twitter.com/Maymytan/status/1643256224744632320,14,1,15,False,111200,yeyy alhamdulillah tahun ini bisa kasih thr ke para bocil pake uang baru🤭 soalnya tahun kemaren aku kasih thr gak pake uang baru karna gak dapet tukeran,Yeyy Alhamdulillah this year I can give THR to the leaks using new money
